0 leadconcept : Precision:: 0.0, Recall:: 0.0
971 MasterEssay : Precision:: 0.0, Recall:: 0.0
972 LiaqatAlikhan786 : Precision:: 0.0, Recall:: 0.0
973 yanotcook : Precision:: 0.0, Recall:: 0.0
974 sarvorocks : Precision:: 0.0, Recall:: 0.0
975 blackonwhite : Precision:: 0.0, Recall:: 0.0
976 felipe0321 : Precision:: 0.0, Recall:: 0.0
977 furqankhanzada : Precision:: 0.0, Recall:: 0.0
978 cssmaniaa : Precision:: 0.0, Recall:: 0.0
979 logowizards : Precision:: 0.0, Recall:: 0.0
980 gwebdesignplus : Precision:: 0.0, Recall:: 0.0
981 rashidqureshi : Precision:: 0.0, Recall:: 0.0
982 infoYesDesign : Precision:: 0.0, Recall:: 0.0
983 iamheretodesign : Precision:: 0.0, Recall:: 0.0
984 TheVectorminator : Precision:: 0.0, Recall:: 0.0
985 paulcristia : Precision:: 0.0, Recall:: 0.0
986 mujahiddar : Precision:: 0.0, Recall:: 0.0
987 sams1 : Precision:: 0.0, Recall:: 0.0
988 hussyshah : Precision:: 0.0, Recall:: 0.0
989 raktimz : Precision:: 0.0, Recall:: 0.0
990 izghitu : Precision:: 0.0, Recall:: 0.0
991 crossartdesign : Precision:: 0.0, Recall:: 0.0
992 crossartdesign : Precision:: 0.0, Recall:: 0.0
993 StanleyV2 : Precision:: 0.0, Recall:: 0.0
994 amiteshojha : Precision:: 0.0, Recall:: 0.0
995 hikeno : Precision:: 0.0, Recall:: 0.0
996 s17 : Precision:: 0.0, Recall:: 0.0
997 wbmediadesigner : Precision:: 0.0, Recall:: 0.0
998 rangacbe : Precision:: 0.0, Recall:: 0.0
999 mehta2010 : Precision:: 0.0, Recall:: 0.0
1000 Thesynapses : Precision:: 0.0, Recall:: 0.0
1001 waqas7861 : Precision:: 0.0, Recall:: 0.0
1002 loveetechnology : Precision:: 0.0, Recall:: 0.0
1003 webonerds : Precision:: 0.0, Recall:: 0.0
1004 sandeep25101982 : Precision:: 0.0, Recall:: 0.0
1005 lakhwinder86 : Precision:: 0.0, Recall:: 0.0
1006 gryphy : Precision:: 0.0, Recall:: 0.0
1007 johlanh : Precision:: 0.0, Recall:: 0.0
1008 himanshusofttech : Precision:: 0.0, Recall:: 0.0
1009 oomayghazala : Precision:: 0.0, Recall:: 0.0
1010 AdminKC : Precision:: 0.0, Recall:: 0.0
1011 harrisonsj1 : Precision:: 0.0, Recall:: 0.0
1012 arnelmation : Precision:: 0.0, Recall:: 0.0
1013 ourious : Precision:: 0.0, Recall:: 0.0
1014 tobyquijano : Precision:: 0.0, Recall:: 0.0
1015 indroneel : Precision:: 0.0, Recall:: 0.0
1016 Ortiga : Precision:: 0.0, Recall:: 0.0
1017 tamrakar81 : Precision:: 0.0, Recall:: 0.0
1018 ishanmomin : Precision:: 0.0, Recall:: 0.0
1019 djstone : Precision:: 0.0, Recall:: 0.0
1020 mascot123 : Precision:: 0.0, Recall:: 0.0
1021 apollocreative12 : Precision:: 0.0, Recall:: 0.0
1022 plusinfotech : Precision:: 0.0, Recall:: 0.0
1023 TSZDESIGNS : Precision:: 0.0, Recall:: 0.0
1024 stephhw01 : Precision:: 0.0, Recall:: 0.0
1025 fusioninformatic : Precision:: 0.0, Recall:: 0.0
1026 farzanashoma : Precision:: 0.0, Recall:: 0.0
1027 completedesigner : Precision:: 0.0, Recall:: 0.0
1028 navaratantech : Precision:: 0.0, Recall:: 0.0
1029 jishuprasun : Precision:: 0.0, Recall:: 0.0
1030 michaelgugino : Precision:: 0.0, Recall:: 0.0
1031 thenomader : Precision:: 0.0, Recall:: 0.0
1032 wedoev : Precision:: 0.0, Recall:: 0.0
1033 topcoder10 : Precision:: 0.0, Recall:: 0.0
1034 juniadsarfraz : Precision:: 0.0, Recall:: 0.0
1035 AT0120 : Precision:: 0.0, Recall:: 0.0
1036 milesf01 : Precision:: 0.0, Recall:: 0.0
1037 negrusorin : Precision:: 0.0, Recall:: 0.0
1038 notosolutions : Precision:: 0.0, Recall:: 0.0
1039 estliberitas : Precision:: 0.0, Recall:: 0.0
1040 Technospike : Precision:: 0.0, Recall:: 0.0
1041 rakeshmalviya006 : Precision:: 0.0, Recall:: 0.0
1042 NayaPakistan : Precision:: 0.0, Recall:: 0.0
1043 jpadula : Precision:: 0.0, Recall:: 0.0
1044 enginekhan : Precision:: 0.0, Recall:: 0.0
1045 kamuioscuro : Precision:: 0.2222222222222222, Recall:: 0.4
1046 techsolsoftwares : Precision:: 0.0, Recall:: 0.0
1047 directoryau : Precision:: 0.0, Recall:: 0.0
1048 klboots : Precision:: 0.1, Recall:: 0.2
1049 NeMeSYZ : Precision:: 0.0, Recall:: 0.0
1050 Studio7L : Precision:: 0.0, Recall:: 0.0
1051 anishbhatia : Precision:: 0.0, Recall:: 0.0
1052 mihaibrz : Precision:: 0.0, Recall:: 0.0
1053 leannawilson : Precision:: 0.0, Recall:: 0.0
1054 Kayla4404 : Precision:: 0.0, Recall:: 0.0
1055 tanav : Precision:: 0.0, Recall:: 0.0
1056 santossystems : Precision:: 0.0, Recall:: 0.0
1057 stevebirch07 : Precision:: 0.0, Recall:: 0.0
1058 haidumadrian : Precision:: 0.0, Recall:: 0.0
1059 mehfuza : Precision:: 0.0, Recall:: 0.0
1060 vw8198888vw : Precision:: 0.0, Recall:: 0.0
1061 MichaelDelaware : Precision:: 0.0, Recall:: 0.0
1062 goswamiarpit475 : Precision:: 0.0, Recall:: 0.0
1063 nguyenhuulocla : Precision:: 0.0, Recall:: 0.0
1064 LucianCreative : Precision:: 0.0, Recall:: 0.0
1065 ahmedabdallah1 : Precision:: 0.0, Recall:: 0.0
1066 miraclesolution : Precision:: 0.0, Recall:: 0.0
1067 deepaavd83 : Precision:: 0.0, Recall:: 0.0
1068 canvas4web : Precision:: 0.0, Recall:: 0.0
1069 LuisMa : Precision:: 0.0, Recall:: 0.0
1070 Vladimir258 : Precision:: 0.0, Recall:: 0.0
1071 olgateixeira1974 : Precision:: 0.0, Recall:: 0.0
1072 ShambhuShiv : Precision:: 0.0, Recall:: 0.0
1073 zicmedia : Precision:: 0.0, Recall:: 0.0
1074 markovskifilip : Precision:: 0.0, Recall:: 0.0
1075 artist78 : Precision:: 0.0, Recall:: 0.0
1076 greencubes : Precision:: 0.0, Recall:: 0.0
1077 HeadGr : Precision:: 0.0, Recall:: 0.0
1078 JinJingRi : Precision:: 0.0, Recall:: 0.0
1079 asd11 : Precision:: 0.0, Recall:: 0.0
1080 umesh1787 : Precision:: 0.0, Recall:: 0.0
1081 eagleeyez : Precision:: 0.0, Recall:: 0.0
1082 directXdesign : Precision:: 0.0, Recall:: 0.0
1083 aurinkoa : Precision:: 0.0, Recall:: 0.0
1084 atechsworld : Precision:: 0.0, Recall:: 0.0
1085 Dragoljub : Precision:: 0.0, Recall:: 0.0
1086 atechsworld : Precision:: 0.0, Recall:: 0.0
1087 Dragoljub : Precision:: 0.0, Recall:: 0.0
1088 Nirmal121 : Precision:: 0.0, Recall:: 0.0
1089 shohag85 : Precision:: 0.0, Recall:: 0.0
1090 adityasl : Precision:: 0.0, Recall:: 0.0
1091 medchamp : Precision:: 0.0, Recall:: 0.0
1092 ben2ty : Precision:: 0.0, Recall:: 0.0
1093 Pippen : Precision:: 0.0, Recall:: 0.0
1094 parvinsultana : Precision:: 0.0, Recall:: 0.0
1095 evergrafix : Precision:: 0.0, Recall:: 0.0
1096 ExcellenceITSol : Precision:: 0.0, Recall:: 0.0
1097 gustavorg : Precision:: 0.0, Recall:: 0.0
1098 midhusoft : Precision:: 0.0, Recall:: 0.0
1099 kreativefingers : Precision:: 0.0, Recall:: 0.0
1100 abdulahsarwar : Precision:: 0.0, Recall:: 0.0
1101 bjidea : Precision:: 0.0, Recall:: 0.0
1102 rhynosistemas : Precision:: 0.0, Recall:: 0.0
1103 AndrewUIB : Precision:: 0.0, Recall:: 0.0
1104 AndrewUIB : Precision:: 0.0, Recall:: 0.0
1105 eyrieteck : Precision:: 0.0, Recall:: 0.0
1106 provideomaker : Precision:: 0.0, Recall:: 0.0
1107 vw7473319vw : Precision:: 0.0, Recall:: 0.0
1108 Shoaibik : Precision:: 0.0, Recall:: 0.0
1109 arnob01670 : Precision:: 0.0, Recall:: 0.0
1110 Yuriy29 : Precision:: 0.0, Recall:: 0.0
1111 phongvh : Precision:: 0.0, Recall:: 0.0
1112 lookupg : Precision:: 0.0, Recall:: 0.0
1113 rishabchopra : Precision:: 0.0, Recall:: 0.0
1114 Blissikins : Precision:: 0.0, Recall:: 0.0
1115 flashzeus : Precision:: 0.0, Recall:: 0.0
1116 didarul1981zend : Precision:: 0.0, Recall:: 0.0
1117 NextBitseu : Precision:: 0.0, Recall:: 0.0
1118 KGMNA : Precision:: 0.0, Recall:: 0.0
1119 pragmatyk1 : Precision:: 0.0, Recall:: 0.0
1120 sautunnilcom : Precision:: 0.0, Recall:: 0.0
1121 thecompany1112 : Precision:: 0.0, Recall:: 0.0
1122 abdelaalitou : Precision:: 0.0, Recall:: 0.0
1123 zamsol : Precision:: 0.0, Recall:: 0.0
1124 tarangkhandelwal : Precision:: 0.0, Recall:: 0.0
1125 WebDesignall : Precision:: 0.0, Recall:: 0.0
1126 gshrmtechnology : Precision:: 0.0, Recall:: 0.0
1127 slimmiz : Precision:: 0.0, Recall:: 0.0
1128 wood74 : Precision:: 0.0, Recall:: 0.0
1129 creativdiz : Precision:: 0.0, Recall:: 0.0
1130 dpappu131 : Precision:: 0.0, Recall:: 0.0
1131 mepanku : Precision:: 0.0, Recall:: 0.0
1132 amjadaliicp : Precision:: 0.0, Recall:: 0.0
1133 petric : Precision:: 0.0, Recall:: 0.0
1134 prevoir1 : Precision:: 0.0, Recall:: 0.0
1135 solutioncoresoft : Precision:: 0.0, Recall:: 0.0
1136 CodeAmbassador : Precision:: 0.0, Recall:: 0.0
1137 Friendship13 : Precision:: 0.0, Recall:: 0.0
1138 ThunderPen : Precision:: 0.0, Recall:: 0.0
1139 miceli : Precision:: 0.0, Recall:: 0.0
1140 Patrycjapati : Precision:: 0.0, Recall:: 0.0
1141 Shirso84 : Precision:: 0.0, Recall:: 0.0
1142 IllusionsMMI : Precision:: 0.0, Recall:: 0.0
1143 IllusionsMMI : Precision:: 0.0, Recall:: 0.0
1144 bluessam007 : Precision:: 0.0, Recall:: 0.0
1145 linguangsui : Precision:: 0.0, Recall:: 0.0
1146 JediArtist : Precision:: 0.0, Recall:: 0.0
1147 snowtigersoft : Precision:: 0.0, Recall:: 0.0
1148 avkiev : Precision:: 0.0, Recall:: 0.0
1149 FlyingDragonJ : Precision:: 0.0, Recall:: 0.0
1150 NeuronSoftech : Precision:: 0.0, Recall:: 0.0
1151 deepakgoyal92 : Precision:: 0.0, Recall:: 0.0
1152 mahipal7 : Precision:: 0.0, Recall:: 0.0
1153 blackstonejamal : Precision:: 0.0, Recall:: 0.0
1154 danielfree : Precision:: 0.0, Recall:: 0.0
1155 sasi0515 : Precision:: 0.0, Recall:: 0.0
1156 vigneshr22 : Precision:: 0.0, Recall:: 0.0
1157 dryice : Precision:: 0.0, Recall:: 0.0
1158 ecesara : Precision:: 0.0, Recall:: 0.0
1159 cijagani : Precision:: 0.0, Recall:: 0.0
1160 alexxdg : Precision:: 0.0, Recall:: 0.0
1161 joomlaeye : Precision:: 0.0, Recall:: 0.0
1162 Marylou2014 : Precision:: 0.0, Recall:: 0.0
1163 nanoras : Precision:: 0.0, Recall:: 0.0
1164 avinav606lx : Precision:: 0.0, Recall:: 0.0
1165 MaxStar1 : Precision:: 0.0, Recall:: 0.0
1166 EdisonGraphics : Precision:: 0.0, Recall:: 0.0
1167 SergeyH : Precision:: 0.0, Recall:: 0.0
1168 odessky : Precision:: 0.0, Recall:: 0.0
1169 darylm39 : Precision:: 0.0, Recall:: 0.0
1170 dikgenius : Precision:: 0.0, Recall:: 0.0
1171 ppatrickk : Precision:: 0.0, Recall:: 0.0
1172 dikgenius : Precision:: 0.0, Recall:: 0.0
1173 ppatrickk : Precision:: 0.0, Recall:: 0.0
1174 programsmith : Precision:: 0.0, Recall:: 0.0
1175 classicreap : Precision:: 0.0, Recall:: 0.0
1176 akuzeva : Precision:: 0.0, Recall:: 0.0
1177 weliketoparty : Precision:: 0.0, Recall:: 0.0
1178 uzmakazmi : Precision:: 0.0, Recall:: 0.0
1179 HajraZahir : Precision:: 0.0, Recall:: 0.0
1180 acceleratordev : Precision:: 0.0, Recall:: 0.0
1181 idleswell : Precision:: 0.0, Recall:: 0.0
1182 ankur625 : Precision:: 0.0, Recall:: 0.0
1183 LeoBareto : Precision:: 0.0, Recall:: 0.0
1184 TransPros : Precision:: 0.0, Recall:: 0.0
1185 milanche037 : Precision:: 0.0, Recall:: 0.0
1186 expertprakash : Precision:: 0.0, Recall:: 0.0
1187 sinisatherock : Precision:: 0.1111111111111111, Recall:: 0.2
1188 mou20183 : Precision:: 0.0, Recall:: 0.0
1189 linuxwarm : Precision:: 0.0, Recall:: 0.0
1190 ranawaqarlx : Precision:: 0.0, Recall:: 0.0
1191 usacyborg : Precision:: 0.0, Recall:: 0.0
1192 ricky3214 : Precision:: 0.0, Recall:: 0.0
1193 Ekushey : Precision:: 0.0, Recall:: 0.0
1194 Evs1 : Precision:: 0.0, Recall:: 0.0
1195 Sotirov : Precision:: 0.0, Recall:: 0.0
1196 USwebs : Precision:: 0.0, Recall:: 0.0
1197 bdwebzone : Precision:: 0.0, Recall:: 0.0
1198 mytzaned : Precision:: 0.0, Recall:: 0.0
1199 p1italy : Precision:: 0.0, Recall:: 0.0
1200 amit0004 : Precision:: 0.0, Recall:: 0.0
1201 tdteam : Precision:: 0.0, Recall:: 0.0
1202 proMSPD : Precision:: 0.0, Recall:: 0.0
1203 amankaushal90 : Precision:: 0.0, Recall:: 0.0
1204 mytekah : Precision:: 0.0, Recall:: 0.0
1205 splendidgroups : Precision:: 0.0, Recall:: 0.0
1206 syedumairumar786 : Precision:: 0.0, Recall:: 0.0
1207 PHPFreelancerSL : Precision:: 0.0, Recall:: 0.0
1208 Pokeybit : Precision:: 0.0, Recall:: 0.0
1209 Pokeybit : Precision:: 0.0, Recall:: 0.0
1210 Hussein90 : Precision:: 0.0, Recall:: 0.0
1211 icaninfosoft : Precision:: 0.0, Recall:: 0.0
1212 whizzdesign : Precision:: 0.0, Recall:: 0.0
1213 FutureArtFactory : Precision:: 0.0, Recall:: 0.0
1214 giddielawson : Precision:: 0.0, Recall:: 0.0
1215 ykoons : Precision:: 0.0, Recall:: 0.0
1216 samsakthi : Precision:: 0.0, Recall:: 0.0
1217 farhan01989 : Precision:: 0.0, Recall:: 0.0
1218 abd786vw : Precision:: 0.0, Recall:: 0.0
1219 fejs : Precision:: 0.0, Recall:: 0.0
1220 julio0106 : Precision:: 0.0, Recall:: 0.0
1221 LyonsGroup : Precision:: 0.0, Recall:: 0.0
1222 WritingFiend : Precision:: 0.0, Recall:: 0.0
1223 kasturibirje : Precision:: 0.0, Recall:: 0.0
1224 ranatech : Precision:: 0.0, Recall:: 0.0
1225 totta00spy : Precision:: 0.0, Recall:: 0.0
1226 ksecurity : Precision:: 0.0, Recall:: 0.0
1227 sherifamgadnabih : Precision:: 0.0, Recall:: 0.0
1228 bqudamith : Precision:: 0.0, Recall:: 0.0
1229 hazeart : Precision:: 0.0, Recall:: 0.0
1230 ctcprojbid : Precision:: 0.0, Recall:: 0.0
1231 frozumberski : Precision:: 0.0, Recall:: 0.0
1232 discover91 : Precision:: 0.0, Recall:: 0.0
1233 richardwall : Precision:: 0.0, Recall:: 0.0
1234 MaxxPHPdeveloper : Precision:: 0.0, Recall:: 0.0
1235 sby : Precision:: 0.0, Recall:: 0.0
1236 basem36 : Precision:: 0.0, Recall:: 0.0
1237 Imranceo : Precision:: 0.0, Recall:: 0.0
1238 DesireEra : Precision:: 0.0, Recall:: 0.0
1239 shariful2011 : Precision:: 0.0, Recall:: 0.0
1240 Maestros : Precision:: 0.0, Recall:: 0.0
1241 kangen333 : Precision:: 0.0, Recall:: 0.0
1242 designer12 : Precision:: 0.0, Recall:: 0.0
1243 Vasilchenko : Precision:: 0.0, Recall:: 0.0
1244 gitaadi : Precision:: 0.0, Recall:: 0.0
1245 gitaadi : Precision:: 0.0, Recall:: 0.0
1246 webconsultants1 : Precision:: 0.0, Recall:: 0.0
1247 tampacoder : Precision:: 0.0, Recall:: 0.0
1248 anumblessings : Precision:: 0.0, Recall:: 0.0
1249 nitecrawlersl : Precision:: 0.0, Recall:: 0.0
1250 andradedan : Precision:: 0.0, Recall:: 0.0
1251 mysticwanderer70 : Precision:: 0.0, Recall:: 0.0
1252 bartwww : Precision:: 0.0, Recall:: 0.0
1253 vaishno123 : Precision:: 0.0, Recall:: 0.0
1254 techwelf : Precision:: 0.0, Recall:: 0.0
1255 voomes : Precision:: 0.0, Recall:: 0.0
1256 anushkacreation : Precision:: 0.0, Recall:: 0.0
1257 BeTranslated : Precision:: 0.0, Recall:: 0.0
1258 WillDesignPro : Precision:: 0.0, Recall:: 0.0
1259 ethelumeh2011 : Precision:: 0.0, Recall:: 0.0
1260 UKgraphic : Precision:: 0.0, Recall:: 0.0
1261 memmatias : Precision:: 0.0, Recall:: 0.0
1262 Rasmiles : Precision:: 0.0, Recall:: 0.0
1263 nacm : Precision:: 0.0, Recall:: 0.0
1264 sirus3002 : Precision:: 0.0, Recall:: 0.0
1265 chriskerpini : Precision:: 0.0, Recall:: 0.0
1266 thanhbikini : Precision:: 0.0, Recall:: 0.0
1267 Yesweapp : Precision:: 0.0, Recall:: 0.0
1268 ManzoorHussainPk : Precision:: 0.0, Recall:: 0.0
1269 radoslavsl : Precision:: 0.0, Recall:: 0.0
1270 poetotti : Precision:: 0.0, Recall:: 0.0
1271 ngochien : Precision:: 0.0, Recall:: 0.0
1272 johnklima : Precision:: 0.0, Recall:: 0.0
1273 studioprieto : Precision:: 0.0, Recall:: 0.0
1274 Archteuno : Precision:: 0.0, Recall:: 0.0
1275 anomanpk : Precision:: 0.0, Recall:: 0.0
1276 Fidelism : Precision:: 0.0, Recall:: 0.0
1277 Ahsanwarsi : Precision:: 0.0, Recall:: 0.0
1278 shamim7raj : Precision:: 0.0, Recall:: 0.0
1279 CaptainOfLogix : Precision:: 0.0, Recall:: 0.0
1280 sumofyou : Precision:: 0.0, Recall:: 0.0
1281 sumon355 : Precision:: 0.0, Recall:: 0.0
1282 alexanderpokusay : Precision:: 0.0, Recall:: 0.0
1283 famkundeva92 : Precision:: 0.0, Recall:: 0.0
1284 kos83 : Precision:: 0.0, Recall:: 0.0
1285 kulization : Precision:: 0.0, Recall:: 0.0
1286 cselcukbayrak85 : Precision:: 0.0, Recall:: 0.0
1287 samkaranja : Precision:: 0.0, Recall:: 0.0
1288 a2zinfom : Precision:: 0.0, Recall:: 0.0
1289 FunkyVogel : Precision:: 0.0, Recall:: 0.0
1290 fetra08 : Precision:: 0.0, Recall:: 0.0
1291 AqueelP : Precision:: 0.0, Recall:: 0.0
1292 Mladen1981 : Precision:: 0.0, Recall:: 0.0
1293 zeroyasith : Precision:: 0.0, Recall:: 0.0
1294 catsamore : Precision:: 0.0, Recall:: 0.0
1295 aash666 : Precision:: 0.0, Recall:: 0.0
1296 swashbuckling : Precision:: 0.0, Recall:: 0.0
1297 okeysir229 : Precision:: 0.0, Recall:: 0.0
1298 zygomatics : Precision:: 0.0, Recall:: 0.0
1299 zygomatics : Precision:: 0.0, Recall:: 0.0
1300 sproggha : Precision:: 0.0, Recall:: 0.0
1301 jdwwrd : Precision:: 0.0, Recall:: 0.0
1302 pequehm : Precision:: 0.0, Recall:: 0.0
1303 iautomationus : Precision:: 0.0, Recall:: 0.0
1304 chandraddu : Precision:: 0.0, Recall:: 0.0
1305 pinkbirdvw : Precision:: 0.0, Recall:: 0.0
1306 tomcpd1234 : Precision:: 0.0, Recall:: 0.0
1307 Pinochet92 : Precision:: 0.0, Recall:: 0.0
1308 fm102 : Precision:: 0.0, Recall:: 0.0
1309 Pinochet92 : Precision:: 0.0, Recall:: 0.0
1310 fm102 : Precision:: 0.0, Recall:: 0.0
1311 NgoHoaiThan : Precision:: 0.0, Recall:: 0.0
1312 arickbro : Precision:: 0.0, Recall:: 0.0
1313 shennz : Precision:: 0.0, Recall:: 0.0
1314 hossainismail : Precision:: 0.0, Recall:: 0.0
1315 vipinecb : Precision:: 0.0, Recall:: 0.0
1316 nani01029x : Precision:: 0.0, Recall:: 0.0
1317 PsychoDad : Precision:: 0.0, Recall:: 0.0
1318 vinu91 : Precision:: 0.0, Recall:: 0.0
1319 PavalSoft : Precision:: 0.0, Recall:: 0.0
1320 originalcontent1 : Precision:: 0.0, Recall:: 0.0
1321 ParkerJ2 : Precision:: 0.0, Recall:: 0.0
1322 amontironi : Precision:: 0.0, Recall:: 0.0
1323 AdoWesley : Precision:: 0.0, Recall:: 0.0
1324 mortgy : Precision:: 0.0, Recall:: 0.0
1325 Amitbiswas07 : Precision:: 0.0, Recall:: 0.0
1326 betaenergy : Precision:: 0.0, Recall:: 0.0
1327 scriptmindz : Precision:: 0.0, Recall:: 0.0
1328 system23 : Precision:: 0.0, Recall:: 0.0
1329 EmbedSol : Precision:: 0.0, Recall:: 0.0
1330 belussl : Precision:: 0.0, Recall:: 0.0
1331 liagan : Precision:: 0.0, Recall:: 0.0
1332 pufutama : Precision:: 0.0, Recall:: 0.0
1333 liagan : Precision:: 0.0, Recall:: 0.0
1334 docreative : Precision:: 0.0, Recall:: 0.0
1335 Rfynther : Precision:: 0.0, Recall:: 0.0
1336 nronnie : Precision:: 0.0, Recall:: 0.0
1337 zydeconinte : Precision:: 0.0, Recall:: 0.0
1338 QingSong083 : Precision:: 0.0, Recall:: 0.0
1339 VortexGlobal : Precision:: 0.0, Recall:: 0.0
1340 RenderingsUK : Precision:: 0.0, Recall:: 0.0
1341 zooomit : Precision:: 0.0, Recall:: 0.0
1342 hdlong66 : Precision:: 0.0, Recall:: 0.0
1343 mikej7660 : Precision:: 0.0, Recall:: 0.0
1344 cduksal : Precision:: 0.0, Recall:: 0.0
1345 ivanbabanov : Precision:: 0.0, Recall:: 0.0
1346 OxideAnimation : Precision:: 0.0, Recall:: 0.0
1347 nirvannafamily : Precision:: 0.0, Recall:: 0.0
1348 satishlogic1 : Precision:: 0.0, Recall:: 0.0
1349 vietcompro : Precision:: 0.0, Recall:: 0.0
1350 FlorescuFlo : Precision:: 0.0, Recall:: 0.0
1351 Serious1Gamer : Precision:: 0.0, Recall:: 0.0
1352 rizwankhan1 : Precision:: 0.0, Recall:: 0.0
1353 littlenaka : Precision:: 0.1, Recall:: 0.2
1354 sanjibit12 : Precision:: 0.0, Recall:: 0.0
1355 whitehorse1990 : Precision:: 0.0, Recall:: 0.0
1356 thedesignmbd : Precision:: 0.0, Recall:: 0.0
1357 backofficework15 : Precision:: 0.0, Recall:: 0.0
1358 tutunjieva : Precision:: 0.0, Recall:: 0.0
1359 blushmonkies : Precision:: 0.0, Recall:: 0.0
1360 korzh3d : Precision:: 0.0, Recall:: 0.0
1361 wendondon : Precision:: 0.0, Recall:: 0.0
1362 desmmuncreations : Precision:: 0.0, Recall:: 0.0
1363 MuhammadEzzeldin : Precision:: 0.0, Recall:: 0.0
1364 tuankhoidesigner : Precision:: 0.0, Recall:: 0.0
1365 faheem2058 : Precision:: 0.0, Recall:: 0.0
1366 bamz23 : Precision:: 0.0, Recall:: 0.0
1367 ahmadayaz : Precision:: 0.0, Recall:: 0.0
1368 LionWikki : Precision:: 0.0, Recall:: 0.0
1369 DLavrov : Precision:: 0.0, Recall:: 0.0
1370 vks75 : Precision:: 0.0, Recall:: 0.0
1371 nasirmomin95 : Precision:: 0.0, Recall:: 0.0
1372 prock1123 : Precision:: 0.0, Recall:: 0.0
1373 SharjeelSohail : Precision:: 0.0, Recall:: 0.0
1374 nadeem717 : Precision:: 0.0, Recall:: 0.0
1375 mecanikad : Precision:: 0.0, Recall:: 0.0
1376 usin : Precision:: 0.0, Recall:: 0.0
1377 vehre : Precision:: 0.0, Recall:: 0.0
1378 fireacefist : Precision:: 0.0, Recall:: 0.0
1379 craigcooper : Precision:: 0.0, Recall:: 0.0
1380 shimuljan14 : Precision:: 0.0, Recall:: 0.0
1381 manu617 : Precision:: 0.0, Recall:: 0.0
1382 chiragparmar2000 : Precision:: 0.0, Recall:: 0.0
1383 taimsolution : Precision:: 0.0, Recall:: 0.0
1384 asmith9656 : Precision:: 0.0, Recall:: 0.0
1385 qtriangle : Precision:: 0.0, Recall:: 0.0
1386 Zeay : Precision:: 0.0, Recall:: 0.0
1387 ajaxboom : Precision:: 0.0, Recall:: 0.0
1388 FutureSoftPK : Precision:: 0.0, Recall:: 0.0
1389 jksnetwork : Precision:: 0.0, Recall:: 0.0
1390 petergr : Precision:: 0.0, Recall:: 0.0
1391 yillibrown : Precision:: 0.0, Recall:: 0.0
1392 hikaruaozora : Precision:: 0.0, Recall:: 0.0
1393 litpuvn : Precision:: 0.0, Recall:: 0.0
1394 creativecraft : Precision:: 0.0, Recall:: 0.0
1395 ivmolina : Precision:: 0.0, Recall:: 0.0
1396 extremedataentry : Precision:: 0.0, Recall:: 0.0
1397 charlieplanas : Precision:: 0.0, Recall:: 0.0
1398 paulmd369 : Precision:: 0.0, Recall:: 0.0
1399 SofiPixel : Precision:: 0.0, Recall:: 0.0
1400 pankajknj : Precision:: 0.0, Recall:: 0.0
1401 mukulrajput : Precision:: 0.0, Recall:: 0.0
1402 DesignStudio2013 : Precision:: 0.0, Recall:: 0.0
1403 ronobir1 : Precision:: 0.0, Recall:: 0.0
1404 shiva1977 : Precision:: 0.0, Recall:: 0.0
1405 tmoi06 : Precision:: 0.0, Recall:: 0.0
1406 Pavle37 : Precision:: 0.0, Recall:: 0.0
1407 leandro2219 : Precision:: 0.0, Recall:: 0.0
1408 r0mannn : Precision:: 0.0, Recall:: 0.0
1409 qasimaslam95 : Precision:: 0.0, Recall:: 0.0
1410 mevedianjons : Precision:: 0.0, Recall:: 0.0
1411 responsibleguy : Precision:: 0.0, Recall:: 0.0
1412 brocX : Precision:: 0.0, Recall:: 0.0
1413 educationaids : Precision:: 0.0, Recall:: 0.0
1414 dino995 : Precision:: 0.0, Recall:: 0.0
1415 palsetiavitesh : Precision:: 0.0, Recall:: 0.0
1416 kovmisa : Precision:: 0.0, Recall:: 0.0
1417 cachenepal : Precision:: 0.0, Recall:: 0.0
1418 francis07 : Precision:: 0.0, Recall:: 0.0
1419 byron743 : Precision:: 0.0, Recall:: 0.0
1420 martinwr1982 : Precision:: 0.0, Recall:: 0.0
1421 Retzosk : Precision:: 0.0, Recall:: 0.0
1422 Volmyr : Precision:: 0.0, Recall:: 0.0
1423 zooropa : Precision:: 0.0, Recall:: 0.0
1424 CoupleDom : Precision:: 0.0, Recall:: 0.0
1425 Juanma28 : Precision:: 0.0, Recall:: 0.0
1426 igrowyourbiz : Precision:: 0.0, Recall:: 0.0
1427 zainahmedkhan : Precision:: 0.0, Recall:: 0.0
1428 AustralDesign : Precision:: 0.0, Recall:: 0.0
1429 SneR85 : Precision:: 0.0, Recall:: 0.0
1430 dreamzlive : Precision:: 0.0, Recall:: 0.0
1431 ClaudiaMesquita : Precision:: 0.0, Recall:: 0.0
1432 xfinder : Precision:: 0.0, Recall:: 0.0
1433 shanmukhsista18 : Precision:: 0.0, Recall:: 0.0
1434 shanmukhsista18 : Precision:: 0.0, Recall:: 0.0
1435 bluebear925 : Precision:: 0.0, Recall:: 0.0
1436 taskmanageryd : Precision:: 0.0, Recall:: 0.0
1437 alaaelsisi : Precision:: 0.0, Recall:: 0.0
1438 kiture : Precision:: 0.0, Recall:: 0.0
1439 mobiwebcode : Precision:: 0.0, Recall:: 0.0
